id	Protein.IDs	Majority.protein.IDs	Ratio.H.L.normalized.SNA vs Sham_Rep1	Ratio.H.L.variability.....SNA vs Sham_Rep1	Ratio.H.L.normalized.SNA vs Sham_Rep2	Ratio.H.L.variability.....SNA vs Sham_Rep2	Ratio.H.L.normalized.SNA vs Sham_Rep3	Ratio.H.L.variability.....SNA vs Sham_Rep3	Ratio.H.L.normalized.DCA vs Lam_Rep1	Ratio.H.L.variability.....DCA vs Lam_Rep1	Ratio.H.L.normalized.DCA vs Lam_Rep2	Ratio.H.L.variability.....DCA vs Lam_Rep2	Ratio.H.L.normalized.DCA vs Lam_Rep3	Ratio.H.L.normalized.Central vs Peripheral_Rep1	Ratio.H.L.variability.....Central vs Peripheral_Rep1	Ratio.H.L.normalized.Central vs Peripheral_Rep2	Ratio.H.L.variability.....Central vs Peripheral_Rep2	Ratio.H.L.normalized.Central vs Peripheral_Rep3	Ratio.H.L.variability.....Central vs Peripheral_Rep3	Intensity.L.SNA vs Sham_Rep1	Intensity.H.SNA vs Sham_Rep1	Intensity.L.SNA vs Sham_Rep2	Intensity.H.SNA vs Sham_Rep2	Intensity.L.SNA vs Sham_Rep3	Intensity.H.SNA vs Sham_Rep3	Intensity.L.DCA vs Lam_Rep1	Intensity.H.DCA vs Lam_Rep1	Intensity.L.DCA vs Lam_Rep2	Intensity.H.DCA vs Lam_Rep2	Intensity.L.DCA vs Lam_Rep3	Intensity.H.DCA vs Lam_Rep3	Intensity.L.Central vs Peripheral_Rep1	Intensity.H.Central vs Peripheral_Rep1	Intensity.L.Central vs Peripheral_Rep2	Intensity.H.Central vs Peripheral_Rep2	Intensity.L.Central vs Peripheral_Rep3	Intensity.H.Central vs Peripheral_Rep3	Description	external_gene_names	label	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep1	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep2	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep3	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep1	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep2	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep3	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep1	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep2	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep3
100	ENSMUSP00000000939;ENSMUSP00000127361;ENSMUSP00000130766	ENSMUSP00000000939	0.56643	8.6363	0.95523	36.585	NA	NA	NA	NA	3.367	91.135	1.2476	NA	NA	NA	NA	1.2009	123.4	131680000	78971000	46761000	48516000	12001000	4403900	0	0	2436300	8891600	35128000	31833000	0	0	22101000	7317400	55769000	48970000	huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504];huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504];huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504]	Hip1r;Hip1r;Hip1r	Hip1r	-0.820030418	-0.066079948	NA	NA	1.751463721	0.319155458	NA	NA	0.264116022
102	ENSMUSP00000001027	ENSMUSP00000001027	1.017	5.1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34689000	32714000	0	0	0	0	0	0	0	0	0	0	0	0	8323700	26009000	0	0	aldehyde oxidase 1 [Source:MGI Symbol;Acc:MGI:88035]	Aox1	Aox1	0.024319679	NA	NA	NA	NA	NA	NA	NA	NA
103	ENSMUSP00000001042	ENSMUSP00000001042	1.8509	164.01	1.0444	25.253	1.3206	21.981	0.93818	20.107	0.79671	13.68	1.0984	1.7362	18.975	1.966	19.756	4.6008	176.26	270260000	283460000	173880000	301800000	277220000	338200000	181710000	165280000	361560000	444860000	505160000	369140000	249360000	309380000	321390000	359320000	194590000	398900000	interleukin enhancer binding factor 2 [Source:MGI Symbol;Acc:MGI:1915031]	Ilf2	Ilf2	0.888226952	0.062674363	0.401193551	-0.092063349	-0.327873412	0.135403531	0.795933147	0.975263322	2.201884743
105	ENSMUSP00000001046;ENSMUSP00000102953	ENSMUSP00000001046;ENSMUSP00000102953	0.73429	20.62	0.67537	7.5364	0.66014	17.86	NA	NA	NA	NA	0.62411	NA	NA	0.11745	15.435	0.047073	83.977	370340000	348060000	160220000	278490000	450480000	293770000	0	0	0	0	28452000	12196000	265210000	4848700	461600000	39641000	544940000	26597000	S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282];predicted gene 42674 [Source:MGI Symbol;Acc:MGI:5662811]	S100a4;Gm42674	S100a4	-0.445578142	-0.566249999	-0.599156077	NA	NA	-0.680127767	NA	-3.089881382	-4.40895639
106	ENSMUSP00000001051	ENSMUSP00000001051	0.71024	4.8864	0.77584	5.5032	0.46781	50.816	NA	NA	1.3122	0.23407	0.44645	0.20419	86.778	0.15604	42.021	0.073301	29.974	2008400000	2031700000	1205800000	1985800000	2682400000	1658700000	0	0	120870000	193710000	339360000	100830000	236930000	18064000	3415700000	402720000	4613300000	234230000	S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467]	S100a6	S100a6	-0.493621481	-0.366168936	-1.096005394	NA	0.391987626	-1.163429485	-2.292015881	-2.680012191	-3.770023309
107	ENSMUSP00000136553;ENSMUSP00000001063;ENSMUSP00000104351;ENSMUSP00000104353;ENSMUSP00000104352;ENSMUSP00000136950;ENSMUSP00000122514;ENSMUSP00000122666;ENSMUSP00000117389	ENSMUSP00000136553;ENSMUSP00000001063;ENSMUSP00000104351;ENSMUSP00000104353;ENSMUSP00000104352;ENSMUSP00000136950	0.76872	71.586	1.2897	78.81	1.196	31.108	NA	NA	1.0737	12.661	0.81428	0.90487	51.985	0.95462	26.663	0.83232	21.395	120290000	98256000	58741000	127230000	102130000	117790000	0	0	39842000	63539000	98267000	48750000	19003000	9735600	91399000	54204000	59528000	37055000	epsin 2 [Source:MGI Symbol;Acc:MGI:1333766];epsin 2 [Source:MGI Symbol;Acc:MGI:1333766];epsin 2 [Source:MGI Symbol;Acc:MGI:1333766];epsin 2 [Source:MGI Symbol;Acc:MGI:1333766];epsin 2 [Source:MGI Symbol;Acc:MGI:1333766];epsin 2 [Source:MGI Symbol;Acc:MGI:1333766];epsin 2 [Source:MGI Symbol;Acc:MGI:1333766];epsin 2 [Source:MGI Symbol;Acc:MGI:1333766];epsin 2 [Source:MGI Symbol;Acc:MGI:1333766]	Epn2;Epn2;Epn2;Epn2;Epn2;Epn2;Epn2;Epn2;Epn2	Epn2	-0.379469891	0.367035516	0.25821739	NA	0.10259095	-0.296403127	-0.144217556	-0.067001533	-0.26478979
108	ENSMUSP00000001079;ENSMUSP00000132861	ENSMUSP00000001079	0.60956	22.211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31022000	20051000	4818600	3803700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Sec24 related gene family, member B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2139764];Sec24 related gene family, member B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2139764]"	Sec24b;Sec24b	Sec24b	-0.71415986	NA	NA	NA	NA	NA	NA	NA	NA
111	ENSMUSP00000001147	ENSMUSP00000001147	0.8904	20.929	1.6701	147.66	1.3468	67.207	NA	NA	0.94528	4.0365	NA	3.5166	57.333	NA	NA	NA	NA	291670000	276400000	51947000	229300000	122220000	175380000	2123600	14201000	33860000	44808000	24318000	24778000	27139000	60642000	0	5642800	8002800	12908000	"collagen, type VI, alpha 1 [Source:MGI Symbol;Acc:MGI:88459]"	Col6a1	Col6a1	-0.167474502	0.739934489	0.429535626	NA	-0.081186364	NA	1.814181243	NA	NA
112	ENSMUSP00000101051;ENSMUSP00000129465;ENSMUSP00000001148;ENSMUSP00000090048;ENSMUSP00000134144;ENSMUSP00000140485	ENSMUSP00000101051;ENSMUSP00000129465;ENSMUSP00000001148;ENSMUSP00000090048	1.0463	15.438	1.001	5.8914	1.0153	12.545	0.35266	51.589	1.4898	102.43	0.88454	0.56913	39.545	1.1303	70.134	1.152	11.601	78930000	91200000	28107000	56094000	115150000	109900000	77487000	34320000	82604000	118250000	181630000	110010000	118150000	49408000	112450000	84573000	122610000	108780000	poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470];poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470];poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470];poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470];poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470];poly(rC) binding protein 4 [Source:MGI Symbol;Acc:MGI:1890471]	Pcbp3;Pcbp3;Pcbp3;Pcbp3;Pcbp3;Pcbp4	Pcbp3	0.065296567	0.001441974	0.021906077	-1.503650146	0.575118667	-0.17700071	-0.813169866	0.176705738	0.204140717
113	ENSMUSP00000001155;ENSMUSP00000115793;ENSMUSP00000112521;ENSMUSP00000112513;ENSMUSP00000114846;ENSMUSP00000119544	ENSMUSP00000001155;ENSMUSP00000115793;ENSMUSP00000112521;ENSMUSP00000112513;ENSMUSP00000114846	0.6358	15.59	1.5	7.8892	1.2976	3.799	0.97144	27.625	1.0859	25.116	1.1929	1.8999	33.904	2.5858	28.699	2.2889	80.679	60517000	38314000	24145000	73448000	50067000	81013000	54888000	41471000	45715000	69215000	135620000	114100000	10997000	19376000	39077000	70972000	29745000	53176000	v-raf murine sarcoma 3611 viral oncogene homolog [Source:MGI Symbol;Acc:MGI:88065];v-raf murine sarcoma 3611 viral oncogene homolog [Source:MGI Symbol;Acc:MGI:88065];v-raf murine sarcoma 3611 viral oncogene homolog [Source:MGI Symbol;Acc:MGI:88065];v-raf murine sarcoma 3611 viral oncogene homolog [Source:MGI Symbol;Acc:MGI:88065];v-raf murine sarcoma 3611 viral oncogene homolog [Source:MGI Symbol;Acc:MGI:88065];v-raf murine sarcoma 3611 viral oncogene homolog [Source:MGI Symbol;Acc:MGI:88065]	Araf;Araf;Araf;Araf;Araf;Araf	Araf	-0.653355078	0.584962501	0.375845725	-0.041803203	0.118891252	0.254473108	0.925923485	1.370610693	1.194654434
114	ENSMUSP00000001156	ENSMUSP00000001156	1.5226	14.825	0.79126	35.534	1.4961	18.618	NA	NA	1.1112	18.108	0.92612	NA	NA	0.63768	37.045	0.73364	31.066	150940000	202240000	118290000	130690000	129480000	206860000	0	0	29951000	50314000	88157000	49876000	0	0	234130000	98618000	210970000	98801000	complement factor properdin [Source:MGI Symbol;Acc:MGI:97545]	Cfp	Cfp	0.606536983	-0.337776267	0.581206609	NA	0.152118504	-0.110728955	NA	-0.649095461	-0.446855794
115	ENSMUSP00000001181;ENSMUSP00000101053	ENSMUSP00000001181;ENSMUSP00000101053	0.87792	27.891	2.4288	16.601	3.8622	95.51	1.4871	58.57	NA	NA	NA	NA	NA	2.0306	110.67	NA	NA	283480000	280530000	46737000	181790000	171700000	229930000	5594500	6524800	27169000	42351000	4248100	6212500	4623200	13177000	155780000	134140000	0	0	"collagen, type VI, alpha 2 [Source:MGI Symbol;Acc:MGI:88460];collagen, type VI, alpha 2 [Source:MGI Symbol;Acc:MGI:88460]"	Col6a2;Col6a2	Col6a2	-0.187838614	1.280243696	1.949422875	0.572501665	NA	NA	NA	1.021906077	NA
116	ENSMUSP00000109305;ENSMUSP00000001187;ENSMUSP00000115346;ENSMUSP00000117378;ENSMUSP00000138194	ENSMUSP00000109305;ENSMUSP00000001187;ENSMUSP00000115346;ENSMUSP00000117378	0.96453	22.129	0.77228	11.782	0.67092	12.906	0.92941	16.966	0.64036	65.172	0.78786	0.44467	35.743	0.84252	36.929	3.4342	14.553	3569100000	3715900000	805830000	1165600000	3660500000	2238200000	341240000	302380000	658660000	725390000	1015200000	454100000	1676200000	487790000	2464600000	1065900000	2.03E+09	495100000	annexin A4 [Source:MGI Symbol;Acc:MGI:88030];annexin A4 [Source:MGI Symbol;Acc:MGI:88030];annexin A4 [Source:MGI Symbol;Acc:MGI:88030];annexin A4 [Source:MGI Symbol;Acc:MGI:88030];annexin A4 [Source:MGI Symbol;Acc:MGI:88030]	Anxa4;Anxa4;Anxa4;Anxa4;Anxa4	Anxa4	-0.052101983	-0.372804085	-0.575787344	-0.105612927	-0.643044902	-0.343988804	-1.169193019	-0.247217161	1.779974061
117	ENSMUSP00000110672;ENSMUSP00000001202;ENSMUSP00000122084	ENSMUSP00000110672;ENSMUSP00000001202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	44507000	70467000	0	0	0	0	0	0	0	0	4840000	0	0	0	oculocerebrorenal syndrome of Lowe [Source:MGI Symbol;Acc:MGI:109589];oculocerebrorenal syndrome of Lowe [Source:MGI Symbol;Acc:MGI:109589];oculocerebrorenal syndrome of Lowe [Source:MGI Symbol;Acc:MGI:109589]	Ocrl;Ocrl;Ocrl	Ocrl	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	ENSMUSP00000105709;ENSMUSP00000048857;ENSMUSP00000019514;ENSMUSP00000001204;ENSMUSP00000076880;ENSMUSP00000133559;ENSMUSP00000134395	ENSMUSP00000105709;ENSMUSP00000048857;ENSMUSP00000019514;ENSMUSP00000001204	0.93466	95.551	1.1704	24.442	1.1197	14.453	0.79683	47.776	0.9866	35.204	0.7914	0.73267	44.634	1.3711	33.933	0.69553	49.499	1548100000	1754800000	946100000	3284400000	1912700000	2221400000	546090000	566430000	887300000	1186800000	1092700000	555500000	1379300000	680380000	976420000	705850000	909750000	491390000	calmodulin 1 [Source:MGI Symbol;Acc:MGI:88251];calmodulin 3 [Source:MGI Symbol;Acc:MGI:103249];calmodulin 2 [Source:MGI Symbol;Acc:MGI:103250];calmodulin-like 3 [Source:MGI Symbol;Acc:MGI:1917655];calmodulin 1 [Source:MGI Symbol;Acc:MGI:88251];calmodulin 3 [Source:MGI Symbol;Acc:MGI:103249];calmodulin 3 [Source:MGI Symbol;Acc:MGI:103249]	Calm1;Calm3;Calm2;Calml3;Calm1;Calm3;Calm3	Calm1	-0.097486442	0.227001675	0.163112244	-0.32765613	-0.019462808	-0.33752103	-0.448764551	0.455333797	-0.523815352
119	ENSMUSP00000052181;ENSMUSP00000105320;ENSMUSP00000138598;ENSMUSP00000001226;ENSMUSP00000138780;ENSMUSP00000117839	ENSMUSP00000052181;ENSMUSP00000105320;ENSMUSP00000138598;ENSMUSP00000001226	1.0666	32.733	1.4874	113	1.9055	50.741	NA	NA	NA	NA	1.0913	NA	NA	1.3321	101.75	1.4592	26.453	33933000	35334000	37369000	84380000	23618000	35101000	0	0	3689800	8585300	41743000	40521000	0	0	12688000	7314900	12025000	14500000	SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603];SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603];SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603];SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603];SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603];SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603]	Sh3bp1;Sh3bp1;Sh3bp1;Sh3bp1;Sh3bp1;Sh3bp1	Sh3bp1	0.093019233	0.572792677	0.930169608	NA	NA	0.126047755	NA	0.413702389	0.545177635
121	ENSMUSP00000001242	ENSMUSP00000001242	NA	NA	1.6438	37.593	NA	NA	1.1021	11.216	2.9244	31	1.1252	NA	NA	8.6051	95.172	NA	NA	689280	650850	767710	2461600	0	0	12489000	16454000	27426000	92977000	27755000	28708000	0	0	21618000	109660000	2524500	18628000	"DNA segment, Chr 10, Johns Hopkins University 81 expressed [Source:MGI Symbol;Acc:MGI:1351861]"	D10Jhu81e	D10Jhu81e	NA	0.717034778	NA	0.140255134	1.548140657	0.170181458	NA	3.105191958	NA
122	ENSMUSP00000001304	ENSMUSP00000001304	1.3321	126.35	1.1405	24.929	0.92178	25.071	0.86644	26.286	0.96257	58.776	0.93736	0.50146	26.977	0.74172	67.85	1.0559	103.18	3.11E+10	3.12E+10	1.49E+10	3.20E+10	3.83E+10	3.19E+10	6122500000	5819100000	6934500000	9621300000	1.10E+10	8872200000	2.30E+10	9.05E+09	2.41E+10	1.10E+10	2.39E+10	1.13E+10	"creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]"	Ckb	Ckb	0.413702389	0.189666447	-0.117505629	-0.206828247	-0.055036635	-0.093324863	-0.995793469	-0.431053424	0.078473209
123	ENSMUSP00000132401;ENSMUSP00000001326;ENSMUSP00000130747	ENSMUSP00000132401;ENSMUSP00000001326;ENSMUSP00000130747	NA	NA	NA	NA	NA	NA	NA	NA	1.1676	21.829	1.0232	NA	NA	NA	NA	NA	NA	0	0	247300	2338800	0	0	0	0	5428200	11525000	8837600	7418500	0	0	2276800	1883100	1635000	2422200	trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372];trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372];trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]	Sp1;Sp1;Sp1	Sp1	NA	NA	NA	NA	0.223546116	0.033088169	NA	NA	NA
124	ENSMUSP00000001384	ENSMUSP00000001384	1.113	21.295	0.47066	159.81	1.4893	14.678	1.4547	187.57	NA	NA	0.97213	NA	NA	NA	NA	NA	NA	16963000	18304000	70311000	9974300	8914700	8538600	5176300	5821300	1780600	2903600	3506100	2044300	0	0	0	2294800	45478000	7121400	calponin 1 [Source:MGI Symbol;Acc:MGI:104979]	Cnn1	Cnn1	0.154453593	-1.087242847	0.574634395	0.54072166	NA	-0.040778841	NA	NA	NA
125	ENSMUSP00000001412;ENSMUSP00000125872;ENSMUSP00000128323;ENSMUSP00000139093;ENSMUSP00000139106	ENSMUSP00000001412;ENSMUSP00000125872;ENSMUSP00000128323;ENSMUSP00000139093	0.78018	6.9555	1.0279	50.16	1.0787	12.679	0.97564	11.37	1.2868	20.193	1.1677	0.91024	235.51	11.685	203.22	9.2844	267.79	349500000	466370000	94158000	193260000	193610000	306850000	26336000	33401000	174810000	334610000	615840000	483260000	20914000	39044000	30403000	171620000	114850000	288430000	coiled-coil domain containing 132 [Source:MGI Symbol;Acc:MGI:1920538];coiled-coil domain containing 132 [Source:MGI Symbol;Acc:MGI:1920538];coiled-coil domain containing 132 [Source:MGI Symbol;Acc:MGI:1920538]	Ccdc132;Ccdc132;Ccdc132	Ccdc132	-0.35812108	0.039699918	0.109293689	-0.035579187	0.363787841	0.223669671	-0.135681109	3.546585829	3.21480868
126	ENSMUSP00000001416;ENSMUSP00000019287;ENSMUSP00000117231	ENSMUSP00000001416	0.6312	14.271	1.2973	18.614	1.173	30.585	1.1121	105.79	1.6779	119.3	0.87373	3.5456	95.162	1.7949	145.6	2.143	100.4	1.77E+10	1.24E+10	5046400000	1.25E+10	7992900000	9294600000	1.77E+09	3528900000	8419200000	1.32E+10	1.49E+10	9024500000	4.32E+09	8566600000	9161400000	1.35E+10	8958800000	1.36E+10	"histidyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:108087];histidyl-tRNA synthetase 2, mitochondrial (putative) [Source:MGI Symbol;Acc:MGI:1918041];histidyl-tRNA synthetase 2, mitochondrial (putative) [Source:MGI Symbol;Acc:MGI:1918041]"	Hars;Hars2;Hars2	Hars	-0.66383089	0.375512141	0.230203013	0.153286521	0.746656736	-0.194740568	1.826029786	0.843903469	1.09963185
127	ENSMUSP00000001419	ENSMUSP00000001419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75504	NA	NA	NA	NA	NA	NA	0	0	20393000	50646000	722040	3076200	0	0	0	0	25761000	13360000	0	0	0	0	0	0				NA	NA	NA	NA	NA	-0.405375018	NA	NA	NA
128	ENSMUSP00000001452;ENSMUSP00000126109;ENSMUSP00000131113;ENSMUSP00000130616;ENSMUSP00000131250	ENSMUSP00000001452;ENSMUSP00000126109;ENSMUSP00000131113;ENSMUSP00000130616	0.75265	9.8755	1.3677	23.537	0.93989	25.144	1.3179	13.382	1.0531	30.886	1.0068	1.9117	24.202	3.1765	159.05	8.0304	243.63	7294800000	5706300000	1803700000	4.78E+09	5448200000	6211800000	3.62E+08	327430000	1791600000	2732400000	4.54E+09	2.50E+09	1681100000	1419400000	2898900000	3448200000	2907600000	3790800000	"chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708];chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708];chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708];chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708];chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708]"	Cct3;Cct3;Cct3;Cct3;Cct3	Cct3	-0.409948961	0.451751815	-0.089436174	0.398240905	0.074642438	0.009777122	0.934856141	1.667438019	3.005471851
129	ENSMUSP00000001460;ENSMUSP00000128737;ENSMUSP00000127317	ENSMUSP00000001460;ENSMUSP00000128737	0.65824	30.489	1.4941	20.953	1.2831	19.401	1.7182	24.126	0.8749	10.959	1.152	8.0128	83.667	1.4737	220.83	2019.9	235.46	1525400000	1019900000	381750000	1.09E+09	494740000	575820000	401420000	599840000	1161900000	1702500000	1591900000	1293600000	224550000	1303700000	130240000	838390000	164730000	817640000	staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266];staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266];staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266]	Snd1;Snd1;Snd1	Snd1	-0.603314396	0.579276711	0.359633613	0.780897977	-0.192809967	0.204140717	3.002306467	0.559442866	10.98006816
130	ENSMUSP00000001479	ENSMUSP00000001479	1.0737	18.069	1.0306	42.032	1.0821	9.9651	0.70147	23.74	1.013	11.787	1.0069	0.69139	56.626	0.91318	30.053	0.90879	37.055	6007100000	7094600000	3.40E+09	7575200000	5856200000	5.92E+09	607370000	450530000	2167700000	3487400000	3168600000	2260500000	2303700000	975500000	6758100000	4684100000	6450900000	4356100000	karyopherin (importin) beta 1 [Source:MGI Symbol;Acc:MGI:107532]	Kpnb1	Kpnb1	0.10259095	0.043484498	0.113833829	-0.51154669	0.018634174	0.00992041	-0.532428358	-0.131028832	-0.137981135
131	ENSMUSP00000001480;ENSMUSP00000127801;ENSMUSP00000128169;ENSMUSP00000130445;ENSMUSP00000129361;ENSMUSP00000127127;ENSMUSP00000127631	ENSMUSP00000001480;ENSMUSP00000127801;ENSMUSP00000128169;ENSMUSP00000130445	1.0365	11.795	0.85634	11.241	0.71354	12.329	0.79472	13.513	1.0079	11.105	0.96217	0.35514	56.153	0.5372	14.301	0.58623	15.501	6.00E+09	6517900000	2807100000	4685400000	6613100000	4174300000	200540000	163950000	1195900000	1911500000	2079400000	1418600000	2012300000	499090000	3.59E+09	1599100000	3567200000	1322700000	aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358];aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358];aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358];aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358];aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358];aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358];aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]	Npepps;Npepps;Npepps;Npepps;Npepps;Npepps;Npepps	Npepps	0.051720116	-0.223744379	-0.486933788	-0.331481443	0.011352507	-0.055636277	-1.493540232	-0.89646879	-0.770461296
132	ENSMUSP00000001513	ENSMUSP00000001513	1.0425	206.99	0.85229	25.099	0.90718	5.8601	NA	NA	0.4072	42.163	0.87444	0.55001	141.72	0.36637	179.22	0.43475	26.173	1194400000	178420000	507480000	295400000	87881000	69431000	35368000	47723000	272470000	117810000	469520000	221020000	139210000	45688000	796130000	70207000	585510000	56249000	"tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]"	Tubb6	Tubb6	0.060047384	-0.23058369	-0.14053926	NA	-1.296190533	-0.193568698	-0.862470246	-1.448626721	-1.201742067
133	ENSMUSP00000113596;ENSMUSP00000001544;ENSMUSP00000121104;ENSMUSP00000113212;ENSMUSP00000042582;ENSMUSP00000117328;ENSMUSP00000116251	ENSMUSP00000113596;ENSMUSP00000001544	0.97996	30.026	0.8479	26.95	0.89399	19.022	0.82638	23.3	0.96051	14.11	0.97452	0.61792	16.437	0.70536	30.86	0.69893	30.441	1.15E+10	1.24E+10	6495600000	1.12E+10	1.16E+10	9885200000	902350000	863900000	2.70E+09	4230100000	4918200000	3409700000	4178800000	1494100000	7833100000	4468700000	8147600000	3.89E+09	von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026];expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322];expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322];von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026];von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026];expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322];von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026]	Vwa5a;AW551984;AW551984;Vwa5a;Vwa5a;AW551984;Vwa5a	Vwa5a	-0.029205232	-0.238033969	-0.161669401	-0.275122756	-0.058127461	-0.037236301	-0.694508025	-0.50356833	-0.516780122
134	ENSMUSP00000001547;CON__Q862S4	ENSMUSP00000001547	1.013	13.302	4.4527	59.795	1.3439	34.691	1.2284	18.352	1.0693	19.129	1.2077	3.8009	38.321	1.5025	17.999	2.0639	38.11	2971400000	2970500000	223120000	3382700000	2371500000	3381100000	398790000	471520000	543330000	838220000	969900000	685580000	678930000	1590800000	375230000	689680000	784670000	1495700000	"collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]"	Col1a1	Col1a1	0.018634174	2.154680414	0.426425791	0.296780417	0.096666669	0.272262125	1.926341069	0.587364991	1.045373071
135	ENSMUSP00000001561;ENSMUSP00000122558;ENSMUSP00000113317;ENSMUSP00000122305	ENSMUSP00000001561;ENSMUSP00000122558;ENSMUSP00000113317	0.93265	28.579	1.3212	23.935	0.82217	14.731	0.61936	15.926	1.0891	9.0793	0.93795	0.63117	13.787	0.77275	16.992	0.93709	25.909	236550000	215750000	41826000	83121000	233260000	174550000	95267000	59753000	115920000	210770000	144590000	71755000	135130000	64785000	312020000	186280000	211080000	124010000	nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884];nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884];nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884];nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884]	Nrip2;Nrip2;Nrip2;Nrip2	Nrip2	-0.100592319	0.401848875	-0.282491364	-0.691149882	0.123136427	-0.092417077	-0.66389946	-0.371926346	-0.093740481
137	ENSMUSP00000001566	ENSMUSP00000001566	1.1395	17.346	0.82008	24.644	1.0732	23.971	0.84658	64.269	1.1024	87.24	0.97145	0.54409	227.87	0.89829	239.74	0.98448	207.92	9443600000	1.22E+10	7.76E+09	1.20E+10	1.16E+10	1.20E+10	1.83E+09	1348200000	3107700000	4609200000	3906900000	3080800000	4879500000	2301600000	6152400000	3948700000	5320300000	3880500000												
